CH63R_00029	gene_6709	95.333	300	14	0	1	300	1	300	0.0	602	100	300	300
CH63R_00029	S2_only_classu|MSTRG.1703.1.p1	95.294	170	8	0	1	170	1	170	8.86e-121	343	57	300	196
CH63R_00029	gene_2865	47.260	292	133	5	4	278	325	612	1.02e-81	258	92	300	638
CH63R_00029	gene_8692	40.143	279	144	8	10	280	37	300	1.02e-56	184	90	300	308
CH63R_00029	gene_1922	43.333	240	125	5	41	274	312	546	2.53e-55	187	78	300	593
CH63R_00048	gene_12543	98.218	449	8	0	1	449	1	449	0.0	921	100	449	449
CH63R_00060	gene_159	90.521	422	34	2	1	417	1	421	0.0	750	100	417	421
CH63R_00061	gene_9205	79.401	534	88	2	1	515	1	531	0.0	887	100	515	531
CH63R_00082	gene_3348	89.937	477	46	2	1	476	1	476	0.0	889	100	476	476
CH63R_00082	gene_3329	26.724	464	275	12	33	444	39	489	1.75e-45	165	87	476	517
CH63R_00082	gene_11075	26.492	419	247	16	39	424	27	417	5.18e-28	114	81	476	435
CH63R_00082	gene_12799	26.957	345	192	14	124	428	171	495	1.10e-19	90.9	64	476	509
CH63R_00082	gene_7953	25.000	456	258	19	38	442	192	614	9.85e-19	88.2	85	476	632
CH63R_00097	gene_521	78.976	723	142	2	1	715	1	721	0.0	1223	99	718	724
CH63R_00097	gene_11394	68.707	719	202	8	1	713	1	702	0.0	1013	99	718	705
CH63R_00097	gene_1466	40.351	741	376	11	1	709	1	707	0.0	534	99	718	713
CH63R_00097	gene_11161	38.994	477	258	8	216	682	60	513	1.80e-107	337	65	718	575
CH63R_00097	gene_5682	30.290	449	221	17	1	416	1	390	6.60e-37	147	58	718	841
CH63R_00204	S1_only_classu|MSTRG.13023.2.p1	65.918	490	158	3	35	523	34	515	0.0	671	93	523	518
CH63R_00204	S1_only_classu|MSTRG.13023.1.p1	65.918	490	158	3	35	523	34	515	0.0	671	93	523	518
CH63R_00204	gene_11718	65.918	490	158	3	35	523	34	515	0.0	671	93	523	517
CH63R_00204	gene_4061	54.691	501	211	6	28	523	36	525	0.0	555	95	523	526
CH63R_00204	gene_5659	25.135	370	236	10	138	493	559	901	4.48e-17	84.0	68	523	933
CH63R_00264	gene_5844	86.741	626	73	2	41	665	1	617	0.0	1087	94	667	619
