rxn_id	01_trehalose	02_glycerol	03_palmitate	04_oleate	05_hexacosanoate	06_glucose_low	07_sucrose_low	08_glutamate	09_glutamine	10_gaba	11_galacturonate	12_xylose	13_arabinose	14_maltose	15_mixed_aa	16_pre_infection_mix	17_biotrophic_mix	18_necrotrophic_mix	19_pdb_baseline	20_pdb_half	21_pdb_onetenth
rxn13354_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13355_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13356_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13357_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13358_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13360_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13362_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13363_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13365_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13375_c0	0.0	0.0	0.0	-3.574264434546468e-21	0.0	0.0	0.0	1.787132217273234e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.148528869092936e-21	7.148528869092936e-21	1.787132217273234e-21	0.0
rxn13376_c0	1.456899539310142e-05	4.147430342954601e-06	1.848784791303627e-20	2.56051517218076e-05	4.121490364844325e-05	7.28387690175198e-06	7.2838769017519796e-06	1.0546356915253158e-05	1.0557001255227388e-05	9.91634359951279e-06	2.9852552891690986e-05	2.9135507607008067e-05	2.7921528123382312e-05	7.283876901752102e-05	2.8482608141327236e-05	1.3869477314790591e-05	1.253046357437113e-05	8.910690018060476e-05	3.829449839384816e-05	1.9147249589483265e-05	3.829449802376921e-06
rxn13377_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13378_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13379_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13380_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13381_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13384_c0	0.1281197454869339	0.0364725024359427	0.2004500667008201	0.225171704241576	0.3624438626844099	0.0640544134740069	0.0640544134740069	0.0927446627127357	0.0928382690384696	0.0872043256141155	0.2625233501295289	0.2562176538960288	0.245541918317024	0.6405441347400797	0.2504760559948316	0.1219681835062684	0.1101928966730197	0.7836060801882383	0.3367618188755007	0.1683809128899158	0.0336761815621026
rxn13386_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13387_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13388_c0	2.185349308993532e-05	6.221145514503946e-06	3.4190937007589354e-05	3.84077275827135e-05	6.182235547432743e-05	1.0925815352710115e-05	1.0925815352639276e-05	1.5819535372659845e-05	1.583550188267334e-05	1.4874515399413832e-05	4.477882933707913e-05	4.370326141163599e-05	4.188229218465085e-05	0.0001092581535274	4.272391221195671e-05	2.080421597255977e-05	1.87956953619068e-05	0.0001336603502741	0.0	0.0	0.0
rxn13390_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13395_c0	1.456899539310142e-05	4.1474303429546e-06	2.279395800555153e-05	2.56051517218076e-05	4.121490364844325e-05	7.2838769017519796e-06	7.283876901751978e-06	1.0546356915253095e-05	1.0557001255227388e-05	9.9163435995128e-06	2.985255289169081e-05	2.913550760700806e-05	2.7921528123382312e-05	7.283876901752102e-05	2.8482608141327223e-05	1.3869477314790591e-05	1.2530463574371132e-05	8.910690018060476e-05	3.829449839384816e-05	1.914724958948327e-05	3.829449802376921e-06
rxn13396_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13398_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13399_r0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13400_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.848260814132723e-05	0.0	0.0	8.910690018060479e-05	0.0	0.0	0.0
rxn13406_c0	0.0	-2.217509835465454e-19	4.319857355410835	6.961553864689707	9.028508484206368	0.0	-5.135285934762105e-19	0.0	0.0	-2.8010650553247847e-19	0.0	-6.535818462424497e-19	-7.469506814199425e-19	0.0	0.0	2.079174979811843	0.0	0.0	0.0	0.0	0.0
rxn13407_c0	0.0	2.217509835465454e-19	-4.319857355410835	-6.961553864689707	-9.028508484206368	0.0	5.135285934762105e-19	0.0	0.0	2.8010650553247847e-19	0.0	6.535818462424497e-19	7.469506814199425e-19	0.0	0.0	-2.079174979811843	0.0	0.0	0.0	0.0	0.0
rxn13410_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13414_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13416_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13417_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13417_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13477_m0	0.0	0.0	2.279395800555152e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn13930_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15018_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15049_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15108_c0	0.0245487572373767	0.0069884201278797	0.0384078192393598	0.0431446806512596	0.069447112647621	0.0122733325794556	0.0122733325794378	0.017770611402201	0.0177885471150589	0.016709038965181	0.0503015516224866	0.0490933303177914	0.0470477748879091	0.1227333257945286	0.0356744666973023	0.0233700692754295	0.0211138311228206	0.1079530095688509	0.0591826340968114	0.0295913186591122	0.0059182634174005
rxn15113_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15114_c0	-0.4016863854981162	-0.0867663164897825	-0.4768609984551424	-0.5356725765960851	-0.0656622106660139	-0.2008187927416279	-0.2008260766187268	-0.2206350598455519	-0.2208577447599848	-0.2074548662736088	-1.2690344116332404	-3.303304306476897	-3.772033348259246	-2.0082607661960084	-0.5750353757655444	-0.290156400164082	-0.3735751586557652	-2.92222422777336	-1.0047794006112658	-0.5023897189854959	-0.1004779419662004
rxn15115_c0	-2.1853494842404123e-05	-6.221145514503948e-06	-5.698489501105713e-05	-6.40128793045211e-05	-0.0001030372591227	-1.092581451729427e-05	-1.0925818256432056e-05	-2.6365892287912946e-05	-2.6392503137900728e-05	-2.4790858998926624e-05	-7.463138222876994e-05	-4.370326132340007e-05	-4.188229432534876e-05	-0.0001092581310939	-4.272391221195671e-05	-2.080421597255978e-05	-1.879569536190681e-05	-0.0001336603502741	-7.65890029955071e-05	-3.829449484302936e-05	-7.65889942167086e-06
rxn15467_m0	0.0408878855707394	0.0116397632575021	0.0639712431425796	0.071860858307253	0.1156696270893576	0.020442200524767	0.0204422005247669	0.0	0.0296282240227954	0.0	0.0837811896905297	0.0817688020990692	0.078361768678272	0.2044220052476738	0.0	0.0389246880839601	0.0351667460214729	0.0	0.085577177994744	0.0427885950985005	0.0085577176956672
rxn15499_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15507_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15507_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15542_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn15558_c0	0.0036422488482753	0.0010368575857386	0.0056984895013878	0.0064012879304519	0.0103037259121108	0.0018209692254379	0.0018209692254379	0.0026365892288132	0.0026392503138068	0.0024790858998782	0.0074631382229227	0.007283876901752	0.0069803820308455	0.0182096922543802	0.0071206520353318	0.0034673693286976	0.0031326158935927	0.0222767250451511	0.009573624598462	0.0047868123973708	0.0009573624505942
rxn15561_c0	0.0036422488482753	0.0010368575857386	0.0056984895013878	0.0064012879304519	0.0103037259121108	0.0018209692254379	0.0018209692254379	0.0026365892288132	0.0026392503138068	0.0024790858998781	0.0074631382229227	0.007283876901752	0.0069803820308455	0.0182096922543802	0.0071206520353318	0.0034673693286976	0.0031326158935927	0.0222767250451511	0.009573624598462	0.0047868123973708	0.0009573624505942
rxn15819_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn16107_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn18921_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn18921_x0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn19044_r0	-0.0856074169298639	-0.0243703006952012	-0.1339372972406208	-0.1504558715173414	0.0101800812011654	-0.0428000606746946	-0.0428000606746946	-0.0619703932340271	-0.0620329393757161	-0.0582684349907371	-0.1754136007915751	-0.1712002426987793	-0.1640668992529944	-0.4280006067469533	-0.1673638054384388	-0.0814970487017095	-0.0736290039630047	-0.5235921454612336	-0.2250184725622517	-0.1125092385878036	-0.0225018470387667
rxn19045_r0	-0.0856074169298639	-0.0243703006952012	-0.1339372972406208	-0.1504558715173414	0.0101800812011654	-0.0428000606746946	-0.0428000606746946	-0.0619703932340272	-0.0620329393757161	-0.0582684349907371	-0.1754136007915752	-0.1712002426987793	-0.1640668992529944	-0.4280006067469534	-0.1673638054384388	-0.0814970487017095	-0.0736290039630047	-0.5235921454612337	-0.2250184725622518	-0.1125092385878036	-0.0225018470387667
rxn19046_r0	-0.0856074169298639	-0.0243703006952012	-0.1339372972406208	-0.1504558715173413	0.0101800812011654	-0.0428000606746946	-0.0428000606746946	-0.0619703932340271	-0.0620329393757161	-0.0582684349907371	-0.1754136007915751	-0.1712002426987792	-0.1640668992529944	-0.4280006067469533	-0.1673638054384387	-0.0814970487017094	-0.0736290039630047	-0.5235921454612333	-0.2250184725622517	-0.1125092385878036	-0.0225018470387667
rxn19047_r0	-0.0798745172426785	-0.0227382868552485	-0.1249678747654363	-0.1403802443148101	-0.030416598892551	-0.0399338551138552	-0.0399338551138552	-0.0578204017878751	-0.0578787593817841	-0.0543663537843289	-0.1636666212286948	-0.1597354204554217	-0.1530797779364435	-0.3993385511385589	-0.1561558991348265	-0.0760394093783394	-0.0686982665464897	-0.4885285802401656	-0.2099495874442725	-0.104974795874342	-0.0209949585415314
rxn19316_m0	0.4250815211175596	0.021458804594447	0.0	2.8873410213017827	3.957435027396791	0.2126930902653508	0.2126930902660432	0.0	0.0	0.0513071617838794	2.228864630175716	0.3507723610620204	0.1464567914655691	2.1269309026509724	0.0	0.8889715804378368	0.0	2.555662135272934	1.0729103705566234	0.5364552332494794	0.1072910449608481
rxn19316_x0	0.0	0.0	2.558450831438128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn19830_c0	0.004246862157089	0.0012089759449712	0.0066444387586182	0.0074639017269069	0.0120141444135212	0.0021232501168607	0.0021232501168607	0.0030742630407962	0.0030773658658987	0.0028906141592579	0.0087020191679278	0.0084930004674428	0.0081391254479659	0.0212325011686073	0.0	0.0040429526372614	0.0036526301319291	0.0	0.0080669092818067	0.0040334545553343	0.0008066909173928
rxn20162_c0	0.0	0.0	-2.4388896835116145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn20162_x0	0.0	0.0	-2.960839284896464e-16	2.753034318978606	3.741250493289604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8162220110785731	0.0	0.0	0.0	0.0	0.0
rxn20474_x0	0.0	0.0	6.251385124373745e-16	0.0	-0.747641144960582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn20476_x0	0.0	0.0	0.0	0.0	-0.7476411449605821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn20478_x0	0.0	0.0	6.251385124373744e-16	0.0	-0.7476411449605821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn20480_x0	0.0	0.0	6.251385124373743e-16	0.0	-0.7476411449605821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn20661_c0	2.9137990786659597e-05	8.294860685712368e-06	4.5587916007360847e-05	5.121030344199276e-05	8.242980730042163e-05	1.4567753803793045e-05	1.4567753803604016e-05	2.1092713830680367e-05	2.111400250944332e-05	1.9832687201190625e-05	5.970510578255078e-05	5.8271015212470855e-05	5.58430562497055e-05	0.0001456775380341	0.0	2.7738954629512715e-05	2.5060927148815144e-05	0.0	0.0	0.0	0.0
rxn21082_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn21749_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
rxn21750_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
rxn22098_r0	0.0856074169298639	0.0243703006952012	0.1339372972406208	0.1504558715173414	-0.0101800812011654	0.0428000606746946	0.0428000606746946	0.0619703932340272	0.0620329393757161	0.0582684349907371	0.1754136007915751	0.1712002426987793	0.1640668992529944	0.4280006067469533	0.1673638054384388	0.0814970487017095	0.0736290039630047	0.5235921454612336	0.2250184725622517	0.1125092385878036	0.0225018470387667
rxn22099_r0	0.0856074169298639	0.0243703006952012	0.1339372972406208	0.1504558715173415	-0.0101800812011654	0.0428000606746946	0.0428000606746946	0.0619703932340272	0.0620329393757161	0.0582684349907372	0.1754136007915752	0.1712002426987793	0.1640668992529945	0.4280006067469535	0.1673638054384388	0.0814970487017095	0.0736290039630048	0.5235921454612337	0.2250184725622518	0.1125092385878037	0.0225018470387667
rxn22100_r0	0.0798745172426785	0.0227382868552485	0.1249678747654363	0.1403802443148102	0.030416598892551	0.0399338551138552	0.0399338551138552	0.0578204017878751	0.0578787593817841	0.0543663537843289	0.1636666212286948	0.1597354204554217	0.1530797779364435	0.399338551138559	0.1561558991348265	0.0760394093783394	0.0686982665464897	0.4885285802401657	0.2099495874442725	0.104974795874342	0.0209949585415314
rxn22781_c0	2.1853493089935327e-05	6.221145514503945e-06	3.419093700758935e-05	3.840772758271349e-05	6.182235547432742e-05	1.0925815352710114e-05	1.092581535263928e-05	1.5819535372659842e-05	1.583550188267334e-05	1.4874515399413828e-05	4.477882933707913e-05	4.370326141163601e-05	4.188229218465085e-05	0.0001092581535274	4.272391221195671e-05	2.080421597255977e-05	1.8795695361906804e-05	0.0001336603502741	0.0	0.0	0.0
rxn22818_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rxn23042_c0	1.752468796384461e-12	0.0	2.2793958005551512e-05	2.56051517218076e-05	4.121490364844326e-05	-8.354158462029844e-13	2.9037927773426967e-12	1.0546356915253092e-05	1.0557001255227388e-05	9.916343599512796e-06	2.9852552891690803e-05	-8.823592622071929e-14	2.140697891632038e-12	-2.2433512408242776e-11	2.8482608141327223e-05	0.0	0.0	8.910690018060476e-05	6.206673472792729e-12	-4.335912012767446e-12	-1.834688989062433e-13
rxn23531_r0	-0.0856074169298639	-0.0243703006952012	-0.1339372972406208	-0.1504558715173414	0.0101800812011654	-0.0428000606746946	-0.0428000606746946	-0.0619703932340271	-0.0620329393757161	-0.0582684349907371	-0.1754136007915751	-0.1712002426987793	-0.1640668992529944	-0.4280006067469533	-0.1673638054384388	-0.0814970487017095	-0.0736290039630047	-0.5235921454612334	-0.2250184725622517	-0.1125092385878036	-0.0225018470387667
rxn23534_r0	-0.0856074169298639	-0.0243703006952012	-0.1339372972406207	-0.1504558715173413	0.0101800812011654	-0.0428000606746946	-0.0428000606746946	-0.0619703932340271	-0.0620329393757161	-0.0582684349907371	-0.1754136007915751	-0.1712002426987793	-0.1640668992529944	-0.4280006067469533	-0.1673638054384387	-0.0814970487017094	-0.0736290039630047	-0.5235921454612333	-0.2250184725622517	-0.1125092385878036	-0.0225018470387667
