rxn_id	01_trehalose	02_glycerol	03_palmitate	04_oleate	05_hexacosanoate	06_glucose_low	07_sucrose_low	08_glutamate	09_glutamine	10_gaba	11_galacturonate	12_xylose	13_arabinose	14_maltose	15_mixed_aa	16_pre_infection_mix	17_biotrophic_mix	18_necrotrophic_mix
2MBALDtm_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2MBTOHtm_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2MPPALtm_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2PHETOHtm_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34HPPt2p_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3C3HMPtm_c0	-0.0215912511725763	-0.0061464917682587	-0.0337806457642273	0.0	0.0	-0.0107947055683964	-0.0107947055683965	-0.0156297009481236	-0.0156454758602471	-0.0146960212158754	0.0	-0.043178822273586	-0.0413797046788531	-0.107947055683964	0.0	0.0	-0.0185701470172181	0.0
3MBALDtm_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3MOPtm_c0	-0.0140372270612532	-0.0039960491354367	0.0	0.0	0.0	-0.007018015394838	-0.0070180153948381	1.1441789558778548	0.0	-0.0095543970590391	0.0	-0.0280720615793523	-0.0269023923468792	-0.0701801539483801	0.0	-0.0133632413928008	-0.0120731016539066	0.0
3OPHB5Hm_c0	1.4568995393100803e-05	4.147430342954766e-06	0.0	2.560515172180784e-05	4.121490364844383e-05	7.283876901752022e-06	7.283876901752022e-06	1.0546356915062775e-05	1.0557001255227272e-05	9.916343600254809e-06	0.0	2.9135507607008088e-05	2.7921528123382028e-05	7.283876901752195e-05	2.848260814132877e-05	1.386947731479073e-05	1.253046357437091e-05	8.253850122876937e-05
3OPHB_5tm_c0	-1.4568995393100803e-05	-4.147430342954766e-06	0.0	-2.560515172180784e-05	-4.121490364844383e-05	-7.283876901752022e-06	-7.283876901752022e-06	-1.0546356915062775e-05	-1.0557001255227272e-05	-9.916343600254809e-06	0.0	-2.9135507607008088e-05	-2.7921528123382028e-05	-7.283876901752195e-05	-2.848260814132877e-05	-1.386947731479073e-05	-1.253046357437091e-05	-8.253850122876937e-05
4ABZtm_c0	0.0011655196314481	0.0003317944274363	0.0018235166404441	0.0020484121377446	0.0032971922918755	0.0005827101521401	0.0005827101521401	0.000843708553205	0.0008445601004181	0.0007933074880364	0.0	0.0023308406085606	0.0022337222498706	0.0058271015214016	0.0022786086513061	0.0011095581851832	0.0010024370859496	0.0066030800983015
4H2OGLTtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AASAD1_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AASAD2_c0	0.0208482324075281	0.005934972820768	0.0326181539059441	0.036640972113907	0.0589785271209231	0.010423227846407	0.0104232278464072	0.0150918367454554	0.0151070687962305	0.0141902876922522	0.0	0.0416929113856286	0.0399557067445606	0.1042322784640705	0.0	0.0198472220374655	0.0179310933749251	0.0
ACACT9p_x0	0.0	0.0	0.0	0.0	0.8044558896399582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACALDCD_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACRNtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACtr_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADHAPR_SC_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGAT_SC_c0	0.0043706986179304	0.0012442291028863	0.0068381874016654	0.0076815455165423	0.0123644710945331	0.0021851630705255	0.0	0.0031639070745189	0.0	0.0	0.0	0.0	0.0083764584370148	0.0218516307052559	0.0085447824423981	0.0	0.0037591390723113	0.0247615503686308
AKGt2r_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARGt2r_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.2
ASNt2r_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0144834062398649	0.0	0.0	0.0419708278748292
ASPGLUtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASPOcm_c0	2.9137990786409773e-05	8.294860685875705e-06	4.558791601105838e-05	5.121030344135136e-05	8.242980729811222e-05	1.4567753804151096e-05	1.4567753803262916e-05	2.10927138297734e-05	2.111400251059159e-05	1.983268720101572e-05	0.0	5.827101521660438e-05	5.584305624850572e-05	0.000145677538029	0.0	2.773895462970799e-05	2.506092714846253e-05	0.0
ASPt2r_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.985516593760135	0.0	0.0	0.3580291721251708
ATPtp_H_c0	0.0	0.0	0.0	0.9945076949556724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2970249971159774	0.0	0.0
C14STR_c0	0.0001238364608413	3.525315791511412e-05	0.0	0.0	0.0003503266810117	6.191295366489164e-05	6.191295366489271e-05	0.0	0.0	8.428892060387425e-05	0.0	0.0002476518146595	0.0002373329890487	0.0006191295366489	0.0	0.0001178905571757	0.0	0.0
C4STMO1_c0	0.0001238364608413	3.525315791511412e-05	0.0	0.0	0.0003503266810117	6.191295366489164e-05	6.191295366489271e-05	0.0	0.0	8.428892060387425e-05	0.0	0.0002476518146595	0.0002373329890487	0.0006191295366489	0.0	0.0001178905571757	0.0	0.0
CDPDGPm_SC_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CERS124er_r0	0.0057328996871854	0.0016320138399526	0.0089694224751845	0.0100756272025313	0.0	0.0028662055608393	0.0028662055608394	0.0041499914460773	0.004154179993932	0.0039020812067793	0.0	0.0114648222433577	0.010987121316551	0.0286620556083939	0.0112079063036123	0.0054576393233701	0.004930737416515	0.0324789002335207
CITtap_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITtcp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLPNSm_SC_m0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CO2tm_c0	-1.2775013007385083	-0.5872643219905307	0.0	0.3069010050165321	1.5589855744930552	-0.6392075433284539	-0.6392075433275456	-1.4168432061330414	-1.408180305632607	-1.225230974662597	0.0	-1.0568301733092265	-0.4436954191030479	-6.39207543329088	-4.096467830901188	-1.6145725856705342	-2.7481614969433483	-6.815678086498667
CO2tp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRNCARtp_c0	0.0	0.0	5.759809807214403	6.197534935624358	6.034899135870487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8570029629652376	0.0	0.0
CRNtim_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRNtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYSTLp_x0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYSTtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_LACDcm_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E4HGLUtp_c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERGSTter_c0	7.284497696550732e-06	2.073715171477301e-06	1.1396979002775748e-05	1.280257586090392e-05	2.0607451824221914e-05	3.641938450875979e-06	3.6419384508760414e-06	5.2731784575316e-06	5.278500627613743e-06	4.958171800227897e-06	0.0	1.456775380350407e-05	1.3960764061691353e-05	3.641938450875981e-05	1.4241304070663684e-05	6.934738657395365e-06	6.265231787185602e-06	4.126925061438467e-05
EXP_c20coa_r0c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EXP_c22coa_r0c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EXP_c24coa_r0c0	0.0	0.0	0.0	0.0	-0.0405966800937171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00001_e0	4.602034414516741	2.1786584533496924	5.990047018236865	5.755512984459095	7.900499791728013	2.80128982892177	2.3012898289217145	1.3685736885641515	-0.6361007670323863	1.645243657665995	-0.0	12.205159315687013	12.738277677533354	23.01289828921767	1.8170066408522687	3.509227358896037	2.497254439593021	21.837597662732804
EX_cpd00006_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00007_e0	-2.567199764419376	-0.8147165703270941	-8.241888912505962	-8.921761440880811	-11.315115946254036	-1.2840018202408274	-1.284001820240762	-2.171685808890381	-2.164794054743989	-2.5795924340281786	0.0	-6.136007280962991	-6.922006977589772	-12.84001820240873	-5.785732956678693	-3.3201077457759345	-2.087061765958814	-14.236610304943431
EX_cpd00009_e0	-0.146330989728324	-0.0416567903646356	-0.2289425142077483	-0.2571781438938103	-0.4139624922449201	-0.0731592596011969	-0.0731592596011974	-0.1059276088548966	-0.1060345206075101	-0.099599755122969	0.0	-0.2926370384048553	-0.2804438284712667	-0.7315925960119216	-0.2860793161714703	-0.1393050301497609	-0.1258559761409792	-0.829016706341795
EX_cpd00011_e0	4.290303259102496	0.8052412444775039	3.937774774040647	4.450132665064911	4.189682969817628	2.145480144970984	2.145480144970937	4.419024006630888	4.413391179352191	2.752417728524108	-0.0	9.581920579883628	10.224340555722076	21.45480144971041	11.15662075115721	2.5604778732769966	4.569064127303669	24.18387827858214
EX_cpd00013_e0	-0.5144428825267412	-0.1464490833539997	-0.8048728923424231	-0.9041383914183532	-1.4553312197494148	-0.2571995205023931	-0.257199520502391	1.6275997002435802	3.627223840076912	1.6498459743930352	0.0	-1.0287980820096538	-0.9859314952591502	-2.5719952050237027	8.175747499518636	-0.4897423395671158	1.0575393068180974	1.218202977741605
EX_cpd00017_e0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX_cpd00020_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00023_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.5	0.0	-0.5	-0.2
EX_cpd00024_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00027_e0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5	0.0	-0.3	0.0
EX_cpd00028_e0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX_cpd00029_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00032_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00033_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.5	0.0	0.0	-0.2
EX_cpd00035_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.5	0.0	0.0	-0.2
EX_cpd00036_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00039_e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0407586122502394	0.0	0.0	-0.1181125952583689
